,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_and_above,Sex Ratio
125,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2428589,1244231,1184358,1578734,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,2260560,148563,6375,614,168,11110,52,1147,99037,438606,5262,25425,544024,121509,665533,214062,597667,211423,333650,198963,110817,24745,1691327,665058,2356385,1393131,630963,400905,3590,450063,22065,56824,247442,145124,29107,952.0
126,Gujarat,Surat,21.25761372772093,72.93488716344339,6081322,3402224,2679098,4571410,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,5260193,660772,21052,5703,12902,112835,3920,3945,815423,1252452,55694,149331,369840,1529998,1899838,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,5438048,3563443,1740746,723415,53718,788508,478407,174440,788695,276610,59925,787.0
127,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1756268,909917,846351,1093626,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,1620282,109681,1419,512,312,22992,128,942,77857,302068,2975,15309,340788,159810,500598,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1683386,1033435,439352,280582,2899,306924,26468,46527,166727,105628,23455,930.0
128,Gujarat,The Dangs,20.801633877551023,73.6883518367347,228291,113821,114470,140968,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,203545,3593,20029,69,32,39,560,424,2029,29794,137,1393,52102,7516,59618,43639,59954,17736,14872,7560,3490,2215,149466,91160,240626,146095,51821,30027,348,46314,1291,5366,21667,17224,4191,1006.0
129,Gujarat,Vadodara,22.26133739279589,73.49433010291594,4165626,2153736,2011890,2893080,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,3713941,384579,23813,9340,2069,27650,1124,3110,411734,798277,53606,117818,547454,692971,1240425,396624,865726,457662,504732,268451,314960,60177,2868332,910219,3778551,2213474,1190041,733710,28401,771779,88479,122649,502358,206020,49094,934.0
130,Gujarat,Valsad,20.44238231644259,72.9148584798345,1705678,887222,818456,1170657,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,1571147,94034,19661,1589,913,13809,1417,3108,137209,329218,11020,31285,262410,235981,498391,165459,303197,171712,212318,123281,90912,26987,1093866,405928,1499794,944532,485874,259906,15366,297911,58586,50956,208732,84074,18166,922.0
131,Haryana,Ambala,30.3503672316384,76.94970310734456,1128350,598703,529647,818025,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,955096,22143,3705,138202,381,4845,110,3868,121622,199681,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,1015266,617859,308126,201685,680,183898,18611,18758,120894,54266,14153,885.0
132,Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,866672,767773,1069871,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,1611031,15515,873,2401,254,1016,26,3329,88938,266244,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,1553152,964960,405760,261428,2297,293443,11408,21776,175604,88960,22472,886.0
133,Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,1272739,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,1588407,161680,9743,34572,640,4883,249,9559,258422,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,1784,276186,69917,34713,201457,94686,22210,873.0
134,Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,495360,446651,557578,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,779243,8360,996,150969,171,1172,530,570,51693,153301,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,886933,555745,237009,147469,1788,162708,8832,12757,99951,51558,11828,902.0
135,Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,1111116,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,1408801,70842,9725,15097,944,7451,254,1318,238359,305751,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,875531,428101,210307,493,211728,98060,48612,189075,66325,16630,854.0
136,Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,931562,812369,1114311,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,1701061,21650,1945,12270,334,3620,33,3018,110495,285004,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,1599018,1017830,456536,265109,4456,295628,23078,22962,188751,91914,21419,872.0
137,Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,676091,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,945693,8247,734,1042,105,645,22,1917,70149,168558,5034,19241,211816,78328,290144,90737,109829,115794,145258,97457,58826,9387,627288,201028,828316,549975,245095,162356,979,168223,12154,13891,105616,50636,13257,862.0
138,Haryana,Jind,29.45149821958457,76.29598575667653,1334152,713006,621146,832758,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,1276669,23016,889,29103,172,2594,56,1653,78386,222462,5263,23750,278335,89665,368000,136892,185626,151682,154773,107994,64599,14277,815843,419624,1235467,784085,335704,213478,885,227870,12316,17274,134056,73299,19953,871.0
139,Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,571003,503301,646529,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,974520,8232,1769,87558,265,351,70,1539,62668,187349,3724,15301,231091,75696,306787,119345,158239,124682,117753,82297,51043,9111,662470,369869,1032339,630194,265813,176320,1977,189832,7550,15118,111504,59344,14255,881.0
140,Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,797712,707612,978013,564516,413497,339604,179681,159923,0,0,0,516062,411646,104416,1341002,31650,2049,126207,532,1516,49,2319,143133,267223,11163,29253,292682,135920,428602,155839,231354,188040,183590,124790,101387,19186,1004186,429220,1433406,884972,380409,234684,5259,258981,19328,23222,161777,81876,17676,887.0
141,Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,510976,453679,646893,370828,276065,215128,113311,101817,0,0,0,336780,268556,68224,805175,15970,1943,140395,214,375,106,477,90150,171908,7356,21951,203553,88268,291821,94530,145392,118107,120790,81964,71007,10999,642789,266638,909427,552034,250830,160216,1575,162147,13063,14688,104115,48824,11764,888.0
142,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,630255,380440,249815,156314,82420,73894,0,0,0,338584,232935,105649,913251,5660,301,1737,75,644,15,405,45359,135455,2624,13908,223726,44216,267942,94273,135849,126291,132765,94245,60296,10353,654072,245602,899674,530000,229392,161258,1438,162961,3691,11918,91491,49530,15586,895.0
143,Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,299679,261614,405318,229862,175456,101830,53868,47962,0,0,0,211479,164865,46614,490702,23451,2583,40951,1008,1626,90,882,69687,103455,18615,32174,70895,93656,164551,45607,73584,60177,69163,48306,83256,8466,388559,119222,507781,309078,157076,93606,1533,78722,24115,13157,65612,25585,5882,873.0
144,Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,646857,558580,786599,464136,322463,206213,109695,96518,0,0,0,412318,328667,83651,1083936,86622,2261,25064,289,4647,99,2519,121846,209965,10024,26719,173502,153804,327306,118873,170565,143466,141473,91756,75774,10977,752884,296212,1049096,739075,298764,167244,354,182191,32473,17992,123573,65067,13756,864.0
145,Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,636947,375453,261494,182606,95571,87035,0,0,0,337727,235326,102401,889133,5713,701,1804,202,1525,12,1242,62667,152651,5121,18092,199449,69305,268754,81280,120860,122617,139646,95807,65143,9820,635173,206827,842000,518747,230704,150557,324,156650,9969,14103,97233,45917,11875,898.0
146,Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,747582,436025,311557,216889,115573,101316,0,0,0,345967,272646,73321,1043887,8185,732,3916,200,3491,24,769,94633,193120,8482,27225,175203,131739,306942,117097,150903,140782,168499,109596,100346,21134,808357,248795,1057152,605741,269354,185685,424,185204,15541,15759,118044,55628,13502,867.0
147,Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,682582,612607,782897,456968,325929,387381,202430,184951,0,0,0,502003,369462,132541,940255,9524,2186,338962,370,2256,624,1012,70538,215527,6287,22706,245476,93316,338792,141766,201349,153263,134559,83373,61620,16698,792628,412353,1204981,750228,334344,208185,2432,219428,12951,17328,135060,70339,17490,897.0
148,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,421,75560,4092,10504,46905,18706,4338,981.0
149,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,561313,37623,121345,321189,148587,24774,971.0
150,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,261320,257760,323842,186064,137778,111690,56154,55536,135500,67900,67600,294035,158791,135244,479782,32455,1559,2745,1740,57,14,728,21458,96082,1615,5117,186395,13836,200231,56272,96789,67653,64515,40440,15506,3252,344427,154575,499002,306555,130606,81566,353,94367,6546,11994,52526,31977,5475,986.0
151,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,449412,3711,243,591,95,293,9,414,34978,104120,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,142,99538,4452,17767,64353,19251,3697,1095.0
152,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,1010014,91269,814,196,74,41,273,1604,20175,55929,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,2034,202503,4809,25110,88512,73892,22044,861.0
153,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,1152640,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,1461140,19797,3023,8929,14511,194,208,2273,148361,330081,8053,22753,588321,39007,627328,127699,243617,223099,284124,192936,91236,13577,1176288,271892,1448180,766581,419172,319420,4902,314828,16832,44900,213017,68294,10196,1012.0
154,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,60699,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,64732,448,485,249,18086,29,45,47,10740,17865,354,2563,44514,0,44514,9400,13749,11437,11140,7871,5118,713,59428,16944,76372,42360,26599,15075,87,13926,4511,5725,9423,3758,629,819.0
155,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,307672,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,415669,2974,1568,1396,15377,94,83,742,40064,91322,2623,7010,167995,20709,188704,48384,77363,61854,58122,39081,23168,2377,310349,103136,413485,244727,120510,72282,384,80610,12616,15132,53737,22985,3691,942.0
156,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,723747,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,981412,9460,876,4081,2628,43,86,1191,59324,214491,5333,16401,431129,31696,462825,100052,159043,132147,180188,128549,54139,9350,763468,218570,982038,524285,279321,194661,1510,205510,11024,31574,130468,48770,9182,1007.0
157,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,425039,388971,612642,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,791449,11810,2025,4047,3262,185,197,1035,108888,172754,9177,24127,279269,95896,375165,69967,113536,113305,141490,95341,80414,9748,623801,137576,761377,425721,241956,145577,756,126522,44241,33411,102290,37051,8018,915.0
158,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,276289,253566,362645,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,476830,33215,577,15501,2645,236,86,765,28904,91509,2220,8593,171102,21054,192156,57853,100123,78103,67080,38282,23352,4048,368841,140486,509327,310244,136839,82471,301,83947,10156,10862,47460,29490,9278,918.0
159,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,308754,271566,428578,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,548579,14678,1452,13926,574,591,110,410,53722,119866,5250,14478,192787,51509,244296,50331,89407,83992,95232,59363,36803,8280,423408,104084,527492,321533,167168,90808,811,86649,31305,20126,68774,27001,7452,880.0
160,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,263692,257481,399715,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,480138,14275,390,26009,56,70,10,225,43809,105929,2412,8238,185091,20126,205217,51838,87913,81256,105204,60626,32120,5511,424468,87735,512203,273223,142351,105358,241,101443,5195,12478,65541,26829,4851,976.0
161,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,187621,220614,472,422,21,22,42,722,7963,61831,596,3077,122267,11350,133617,43794,47350,62719,48359,31416,12647,1846,248131,163565,411696,263576,93189,52744,427,76189,1997,8264,40819,25349,4188,919.0
162,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,1289240,107489,12104,114272,470,1987,321,4075,197168,294739,19905,46657,254566,248043,502609,135391,185962,253542,261852,159257,146501,30616,1173121,268279,1441400,816827,435895,275585,1651,274859,18255,26422,193158,68820,13616,880.0
163,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,10341,108239,604,1171,20126,28,4,289,3285,15824,235,1005,40370,7774,48144,12732,19083,20874,16938,9826,3077,408,82938,39854,122792,87532,35561,17488,221,16646,1419,1523,4991,6832,4866,810.0
164,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,540063,64234,1828,9551,24,16,2,717,32772,109422,1443,6112,181374,33473,214847,69396,82715,106411,91522,47694,24330,4504,426572,181297,607869,357864,160123,97684,764,114949,2179,9870,67133,33057,7776,890.0
165,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,13840,535159,1109,9440,35,6,18,833,16828,73629,1537,5293,147520,21703,169223,36201,54808,73991,67368,40931,31286,5897,310482,190369,500851,342601,137032,80111,696,80452,459,2996,32942,31436,13867,912.0
166,Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,32604,431279,958,11188,83,10,2,711,13160,62900,346,3342,132139,15269,147408,55762,72024,69219,46062,29517,13962,1884,288430,164044,452474,304979,109818,61334,704,87711,762,8966,44517,31443,3952,893.0
167,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,42540,1177342,2746,12187,285,74,2,1653,138119,165403,16413,33831,4518,257721,262239,88911,173309,178723,176409,132727,121856,32114,904049,310225,1214274,693238,351561,190330,1700,160923,5135,8952,94928,49622,13946,900.0
168,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,489044,59771,1962,3418,106,57,235,392,20008,73999,1214,5744,148664,34696,183360,58567,80129,86008,55024,29657,17345,4030,330760,194838,525598,339145,140785,74757,298,90329,2544,6729,47101,31098,8634,870.0
169,Jharkhand,Bokaro,23.6814965034965,85.98398374125864,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,1636460,241451,13730,4174,1890,2045,160524,2056,67157,274726,9754,37997,250312,258452,508764,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,1261238,510375,282115,8602,292464,67373,39306,203702,119534,28896,922.0
170,Jharkhand,Chatra,24.11619945750453,84.93295804701627,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,903179,116710,6565,888,35,129,12936,2444,5307,27037,590,9115,200974,14528,215502,200861,161729,102033,63670,35342,21697,2046,587378,467975,1055353,692650,222892,126682,662,176487,2533,17012,75131,68464,20305,953.0
171,Jharkhand,Deoghar,24.33070100755672,86.75697632241814,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,1165140,302626,6027,143,188,282,16067,1600,26760,130193,1944,13550,257373,64337,321710,217460,266292,190171,96331,54419,43979,6699,875351,635544,1510895,944961,338413,205514,3185,249689,7201,22703,122204,85691,29718,925.0
172,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,2149480,431762,11243,9727,331,1268,77182,3494,83995,427173,11568,46646,258764,405455,664219,317918,501453,449506,305054,186697,107382,14615,1882625,662522,2545147,1634835,648876,356445,44331,359496,76629,48335,254604,153679,42561,909.0
173,Jharkhand,Dumka,24.275006125574265,87.27662450229711,1321442,668514,652928,672409,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,1044726,106865,86404,234,267,162,78622,4162,11836,62110,1193,10396,303697,23281,326978,229157,229259,149009,69525,38383,25593,2697,743623,601078,1344701,799323,324226,196164,1729,267228,3967,37071,147147,76605,12102,977.0
174,Jharkhand,Garhwa,24.082114689265527,83.68664265536722,1322784,683575,639209,653476,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,1104475,194680,17168,123,371,20,4591,1356,6798,29373,565,8881,272872,19180,292052,207665,195565,147446,87844,46882,28144,2830,716376,557852,1274228,860869,284036,177599,280,250350,2997,32063,117461,88464,16722,935.0
175,Jharkhand,Giridih,24.30578509874329,86.08710915619386,2445474,1258098,1187376,1253475,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,1856202,508586,14645,937,650,1503,59218,3733,16909,125431,1944,19976,452564,46886,499450,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,2543810,1597269,533788,312967,1450,381432,6860,27587,156347,146041,61473,944.0
176,Jharkhand,Godda,24.8189,87.2941735483871,1313551,677927,635624,604519,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,937126,289182,37795,97,128,115,47067,2041,7421,43230,874,11925,276454,15576,292030,217607,190777,126766,79430,47395,30870,4002,696847,653464,1350311,820367,308639,183519,1026,245973,2288,30015,123999,79584,17420,938.0
177,Jharkhand,Gumla,23.078532948929148,84.55056787479396,1025213,514390,510823,559720,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,309563,51429,202449,221,531,23,457468,3529,9108,31687,831,7807,216629,16445,233074,136719,242580,182260,82114,45613,23742,2913,715941,322119,1038060,643579,225871,155452,311,179247,7713,19433,81595,69063,18758,993.0
178,Jharkhand,Jamtara,23.97873318077801,86.95325080091534,791042,404830,386212,426312,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,550560,164406,4419,520,118,783,68564,1672,5564,49419,808,4959,165555,20113,185668,131150,132014,85745,40613,22995,14802,1578,428897,366012,794909,480895,189889,116810,3448,145904,3164,16551,76917,43706,12929,954.0
179,Jharkhand,Latehar,23.72511185840708,84.48298743362837,726978,369666,357312,350682,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,473049,69808,47653,120,128,16,133525,2679,2177,38194,340,6240,146377,14137,160514,109491,121529,88787,46142,23885,13956,1017,404807,349277,754084,484084,152720,89870,304,127924,3721,13523,58080,50469,10613,967.0
180,Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,461790,232629,229161,259707,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,112378,95012,16770,51,33,15,235987,1544,8016,28769,351,2954,96759,14725,111484,82873,84920,63545,38503,21987,13847,976,306651,188323,494974,298844,100340,62244,362,87210,2967,9611,41588,32787,7316,985.0
181,Jharkhand,Pakur,24.57260428082189,87.69691969178076,900422,452661,447761,352881,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,410127,322963,75865,356,283,222,88760,1846,5316,31414,328,4535,200588,16587,217175,100367,133770,79045,29934,15700,9822,1525,370163,548434,918597,587976,206826,104418,1202,175835,2847,24424,93405,52332,10417,989.0
182,Jharkhand,Palamu,24.196925968109337,84.20310842824594,1939869,1006302,933567,1024563,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,1683169,238295,6164,734,188,284,5681,5354,17270,68238,2155,19981,355529,52375,407904,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1966945,1244572,425668,268387,1242,346286,6419,37735,163115,125041,29624,928.0
183,Jharkhand,Ranchi,23.184235061391547,85.31781937244203,2914253,1494937,1419316,1911433,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,1612239,410759,193974,4826,932,2733,677445,11345,164237,350908,22538,76565,420740,310242,730982,361522,547583,495515,370847,247237,195181,28424,2246309,613855,2860164,1742293,725938,409166,36856,461581,79680,56328,294024,167822,38615,949.0
184,Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,1150567,589391,561176,483263,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,628044,398243,83208,198,245,125,38426,2078,11545,34879,591,9563,223450,37543,260993,146399,171416,110822,52248,28087,19832,2593,531397,637296,1168693,745027,261849,137727,5964,217420,4553,27770,112655,70027,14065,952.0
185,Jharkhand,Simdega,22.608760391198054,84.59193691931536,599578,300309,299269,343483,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,201524,15103,306601,51,753,114,73930,1502,3472,16865,423,4649,144169,11114,155283,82317,130068,97580,47836,24842,13674,1197,397514,191341,588855,357859,143560,97817,342,111052,4279,15033,55943,38718,6912,997.0
186,Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,1634229,219991,3433,443,412,25198,166,5880,49345,301389,3745,26297,324799,165858,490657,242336,385986,147397,171505,115095,82319,25791,1170429,608843,1779272,1123443,465706,299774,829,287059,54451,42474,183541,95192,34170,989.0
187,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,890429,92252,5368,389,272,1045,85,1083,77454,214253,3729,17066,231052,95410,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083,922,163974,55447,32919,144124,39473,8229,946.0
188,Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,4038331,528412,18418,2037,1086,178310,149,12918,240742,808827,17560,73497,962777,356198,1318975,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,4628909,2669348,1251116,857143,2054,811672,126662,119801,550977,226927,66120,973.0
189,Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,2103633,320834,14014,1029,284,8044,54,4703,114040,440374,9626,40190,371604,251876,623480,275785,529576,219702,203139,121453,89475,29367,1468497,787762,2256259,1487013,617276,346905,1401,366781,102920,52024,267798,127026,34856,983.0
190,Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,1289709,335184,35438,1145,30453,680,521,10170,34924,271439,3971,36072,287134,102269,389403,188998,474921,194233,181076,105347,54900,12885,1212360,515395,1727755,1018195,397120,287271,714,278386,30830,30167,150730,107588,25036,956.0
191,Karnataka,Bijapur,16.84015316666667,75.95909166666665,255230,128663,126567,86919,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,245151,1617,2709,68,1649,15,3793,228,1022,12516,117,1462,50449,7942,58391,25597,22787,14170,7192,6755,3421,147,80069,163278,243347,167348,63802,23927,153,47682,1846,8837,25936,13973,1656,984.0
192,Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,1786830,369588,2433,558,374,8665,499,8384,58890,326594,4987,36571,396449,131041,527490,246391,430477,143199,182756,129109,96990,24569,1253491,746979,2000470,1295274,527085,353549,1423,338321,55083,41669,202950,121864,38593,960.0
193,Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,1004553,101235,26000,182,109,4710,4,1168,74534,238505,4510,18727,311660,80766,392426,114570,257550,160083,177585,96470,72420,12631,891309,204371,1095680,564994,341380,230864,723,216586,41283,40291,182344,42270,7268,1008.0
194,Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,1520553,128751,3175,322,84,3778,128,2665,60522,307257,5711,28897,349704,97644,447348,188329,332648,196470,217567,132435,75262,22078,1164789,452975,1617764,891230,460057,306412,1757,298987,46758,40589,213641,81805,18108,974.0
195,Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,1658465,265805,5420,307,164,6417,1743,7176,100812,372671,7320,39416,354680,176011,530691,242130,446793,206686,269748,154781,123863,32375,1476376,467414,1943790,1068518,538551,336173,2255,320621,73448,42195,249307,89741,23597,972.0
196,Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,1390020,386834,28747,1486,715,29037,2748,7436,140584,347962,15013,49585,199707,283397,483104,252596,383041,185530,227113,143453,137768,34302,1363803,428556,1792359,1017935,505688,322577,823,275419,87134,44413,223035,79875,24731,971.0
197,Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,907750,143665,3432,231,79,5993,74,3346,31959,198064,3373,15625,180066,111906,291972,121615,244640,112703,105150,63816,42053,12822,702799,306138,1008937,601578,279069,183409,514,175742,32788,27127,121985,51064,15426,982.0
